"FIES_preocupacion_alimentos","FIES_no_alimentos_saludables","FIES_poca_variedad_alimentos","FIES_saltar_comida","FIES_comio_menos","FIES_sin_alimentos","FIES_hambre_sin_comer","FIES_no_comio_dia_entero","IPM_Total","IPC_Total","Pobreza_monetaria","Vida_general","Ingreso","FIES_leve_moderado","FIES_grave","FIES_moderada","departamento_num","tiempo","departamento","año","mes_num","mes","clave"
24.0180701002493,16.4699872459976,21.7383607583884,22.0974678636731,18.2320228232702,11.9118279844555,13.1155010777172,5.19065789884398,27.9,131.19,54.6,8.5,7.5,18.6,3.4,15.2,1,1,"Amazonas",2022,1,"enero","Amazonas_2022_enero"
31.0285595704923,26.955414801392,30.5174189091972,19.6326180236653,21.0027801148653,10.9277707798289,11.466793593719,3.03614292099989,10.7,133.56,48.7,8.2,7.1,20.9,3.3,17.6,2,1,"Antioquia",2022,1,"enero","Antioquia_2022_enero"
45.3209324735985,38.8186836071376,46.0007044209893,40.6561815740621,38.0878120299001,26.9808114866175,24.8816336057189,5.9297626274569,22.6,131.19,74.5,8,6.8,39.3,11,28.3,3,1,"Arauca",2022,1,"enero","Arauca_2022_enero"
55.1630310888315,48.790394631293,56.3433497785655,45.6265544854043,44.5773257135885,24.4554623054209,24.9919515861308,4.19873965769878,10.2,131.02,56.9,8,6.6,46.1,8.3,37.8,4,1,"Atlantico",2022,1,"enero","Atlantico_2022_enero"
31.1817577577583,33.6356200166701,37.2279654757188,23.8313150591941,26.0375720687522,14.6614620316439,13.5234436814724,2.38781486888154,3.8,133.78,32.3,7.8,6.6,25.4,4.2,21.2,5,1,"Bogotá",2022,1,"enero","Bogotá_2022_enero"
45.606240861578,33.9573958057547,43.088224846213,34.4832599472283,32.9311502778694,18.9663378272717,18.0479399371321,3.27746317617277,19.4,130.79,66.9,8.3,7.2,32.6,5.1,27.5,6,1,"Bolivar",2022,1,"enero","Bolivar_2022_enero"
26.1711229959776,28.1164040717748,28.9301376074068,21.6570933652853,20.7688487615023,9.77718650983221,12.057057309705,3.07521213650846,9.6,133.59,43.4,7.5,6,20.7,2.1,18.6,7,1,"Boyaca",2022,1,"enero","Boyaca_2022_enero"
21.5738712167282,21.7920902160893,20.5605087399749,17.2111577470179,14.7229844242894,8.45417135278594,10.9599714005603,2.68099091156222,10.5,135.02,33.4,8.4,7.3,14.6,2.5,12.1,8,1,"Caldas",2022,1,"enero","Caldas_2022_enero"
38.4014250280823,29.6351743771217,37.0743213268588,26.2057473923002,26.4349990929236,12.5268605219415,12.5824086188963,3.53804703853797,19.6,140.61,69.1,8.1,6.5,27.2,3.2,24,9,1,"Caqueta",2022,1,"enero","Caqueta_2022_enero"
33.5747954686943,33.9098246038369,36.3190565229546,28.4699442702951,26.7802235909579,14.319172176012,14.8249808151325,1.74692666463351,13.3,131.19,46.5,8.2,6.3,28.2,4.3,23.9,10,1,"Casanare",2022,1,"enero","Casanare_2022_enero"
32.3434953405528,30.4522894390056,33.6831120161665,20.3528454940077,21.6007583512132,9.67054748549379,11.5433879309035,3.65295666343252,18.3,144.34,58.3,7.5,5.9,22.3,2.8,19.5,11,1,"Cauca",2022,1,"enero","Cauca_2022_enero"
49.5875363144743,44.3007009148104,50.2066193176025,41.2542745883864,41.636295196829,24.4940505962946,24.4652675778098,6.20424638173988,19.1,133.86,70.5,7.9,6.3,41.1,9.4,31.7,12,1,"Cesar",2022,1,"enero","Cesar_2022_enero"
49.4364703285868,41.965481793795,49.454142802993,44.9261016971158,40.7420564731417,26.5820311340544,28.5281239848662,9.43807102314072,36.8,131.19,83.4,7.2,6.2,43.2,10.4,32.8,13,1,"Choco",2022,1,"enero","Choco_2022_enero"
25.9399710670371,29.9513332713359,31.7582076967769,21.20785191213,21.2247994115957,10.0189098705341,12.2386340224914,1.8487194638415,7.3,133.78,39.2,7.8,6.3,23,3.7,19.3,15,1,"Cordoba",2022,1,"enero","Cordoba_2022_enero"
46.9931346332796,39.1248660873162,46.544474535539,40.3292193095328,37.5691796028366,22.0206097024114,25.5345494176132,5.18912585242391,26.9,131.51,83.7,7.6,6.2,38.9,8.1,30.8,14,1,"Cundinamarca",2022,1,"enero","Cundinamarca_2022_enero"
34.4600516231296,27.4038624267784,34.5729980072666,33.4770748300204,28.9738202264981,14.5139932894096,19.9572430065626,12.5653617674015,46.5,131.19,53.3,7.7,6.9,29.8,4.4,25.4,16,1,"Guainia",2022,1,"enero","Guainia_2022_enero"
36.973341612776,36.3177895645185,40.704902868849,35.5366306980717,31.1135635422196,19.256383729079,19.6514968959953,2.80662752055494,26.9,131.19,55.9,7.8,5.9,30.4,6.2,24.2,18,1,"Huila",2022,1,"enero","Huila_2022_enero"
33.3234727356533,25.9033915132426,29.7466866047861,17.0613171022118,20.1228689533891,9.20317693024196,9.47858603734909,1.31035187929595,13.3,142.52,65.7,7.9,6.3,19,2.4,16.6,19,1,"Guajira",2022,1,"enero","Guajira_2022_enero"
64.5442837760211,56.2051152986929,63.754298653285,62.1663625509534,58.0344431644446,38.7780911220957,40.1323541244841,16.3909125560925,42.9,136.35,80.8,7.6,5.6,59.7,17.5,42.2,17,1,"Guaviare",2022,1,"enero","Guaviare_2022_enero"
51.4084536310744,45.8271123289778,54.7747297909171,43.6167468751644,44.3095261405652,26.5461635307059,25.3993387962336,7.58683937404105,23,131.46,71.6,7.9,6.5,45.3,10.4,34.9,20,1,"Magdalena",2022,1,"enero","Magdalena_2022_enero"
35.9247237506996,31.0128035336781,32.791993421064,24.4093346199587,24.0401732004064,12.0555843559732,14.3993495766803,3.66601314811001,11.3,139.82,43.2,8.1,6.7,25.5,4.1,21.4,21,1,"Meta",2022,1,"enero","Meta_2022_enero"
46.4890251272046,42.6595924278974,49.6631575767136,36.9126546960591,34.5856073129039,21.2875652849108,20.7642409312337,1.78976061774344,17.6,133.94,71.5,7.1,5.3,37.1,7.4,29.7,22,1,"Narino",2022,1,"enero","Narino_2022_enero"
34.8263158430376,28.9602303339679,34.9115838130646,24.4790873667057,23.8804958677418,10.5534123960595,10.7079585718238,4.529739172893,18.5,144.11,52.3,8.1,6.8,25.8,2.9,22.9,23,1,"Norte De Santander",2022,1,"enero","Norte De Santander_2022_enero"
36.4394880751316,30.3871077959252,36.1217958791473,25.6356091265688,23.710812357986,14.4193384598126,12.4840009612025,1.26600470051943,20.8,131.19,71.6,7.5,5.7,24.4,3,21.4,24,1,"Putumayo",2022,1,"enero","Putumayo_2022_enero"
26.1203125406574,23.8029421622171,26.4655608236318,16.3424369849574,18.0282625058063,8.34933376384359,7.49239409627618,3.21500632069151,10,137.15,37.9,8.4,6.8,17.3,2.2,15.1,25,1,"Quindio",2022,1,"enero","Quindio_2022_enero"
24.4928392658904,23.9000992047419,25.0569187870855,17.7760262877064,20.826957834135,9.31845063396639,8.82038051558049,2.08184689510445,10,136.99,30.5,8.4,7.3,17.5,2.5,15,26,1,"Risaralda",2022,1,"enero","Risaralda_2022_enero"
30.3045358175189,28.9144036096361,29.670037201405,19.5455627477897,21.3255543102703,8.84399029983464,10.4501826604128,3.01430718106229,10.4,139.69,49.5,8.2,6.7,20.5,2.5,18,27,1,"Santander",2022,1,"enero","Santander_2022_enero"
56.8487154913192,47.6428860608773,56.4497003069692,51.3613809125217,47.7580193231505,27.3518332333405,26.7083677561687,5.00072272832814,26,128.08,78.7,8.1,5.7,47.9,10.4,37.5,28,1,"Sucre",2022,1,"enero","Sucre_2022_enero"
39.8734479780518,31.4325631360211,35.8780662833683,25.7798354288018,25.4832778869263,9.93342576319781,12.9669781083072,2.68784067903452,10.5,139.72,54,7.7,6.3,27.4,3.3,24.1,29,1,"Tolima",2022,1,"enero","Tolima_2022_enero"
33.5921975952101,32.7068146390269,36.971562962104,26.747651673618,27.9208262243317,14.6800632968262,14.7718793250544,2.92659229473267,9.7,138.63,40.6,7.9,6.7,28,4.5,23.5,30,1,"Valle Del Cauca",2022,1,"enero","Valle Del Cauca_2022_enero"
41.9684472094308,33.858399051014,42.1532844069482,40.2634398194716,34.6065407892058,22.8807702069214,25.5982332026087,13.5436173255065,47.1,131.19,66.5,7.3,6,36.5,8.7,27.8,31,1,"Vaupes",2022,1,"enero","Vaupes_2022_enero"
32.8354851146547,22.0816395609493,32.4230227345182,37.3802327754854,29.3677287102373,22.2990324538806,29.5014504540519,18.1218413143683,75.4,131.19,85.8,7.5,6.8,30.7,9.2,21.5,32,1,"Vichada",2022,1,"enero","Vichada_2022_enero"
25.8142922876437,18.357741717857,22.1858310997888,22.4887589809826,18.4394398610558,10.2903411475485,12.8630463210001,6.63570097359259,27.9,134.79,54.6,8.5,7.5,18.6,3.4,15.2,1,2,"Amazonas",2022,2,"febrero","Amazonas_2022_febrero"
28.9776494098221,25.5683459382339,30.7016529737146,21.4611691893927,21.441137629258,11.9367417019482,12.4893707278312,2.46178936625471,10.7,137.15,48.7,8.2,7.1,20.9,3.3,17.6,2,2,"Antioquia",2022,2,"febrero","Antioquia_2022_febrero"
48.0614891449274,43.6959153809369,46.9254550427781,39.4762997022012,40.2955819434759,25.6449015502785,26.776481576395,5.84975892667265,22.6,134.79,74.5,8,6.8,39.3,11,28.3,3,2,"Arauca",2022,2,"febrero","Arauca_2022_febrero"
56.4978490780716,49.4878952293017,57.2027355366446,44.3576814180444,44.5872665841871,23.224654809488,23.7941821511397,3.87259533547496,10.2,135.28,56.9,8,6.6,46.1,8.3,37.8,4,2,"Atlantico",2022,2,"febrero","Atlantico_2022_febrero"
31.569981693233,35.3777627774646,33.6430068967181,22.0437040346468,24.5413509632342,11.1792160007788,14.5120857302647,4.03804872632246,3.8,138.3,32.3,7.8,6.6,25.4,4.2,21.2,5,2,"Bogotá",2022,2,"febrero","Bogotá_2022_febrero"
42.5049370072124,33.9210045043877,38.7649350131987,30.6848294111701,31.4195081377923,16.0807238706993,16.7711517254806,6.99573133721892,19.4,135.01,66.9,8.3,7.2,32.6,5.1,27.5,6,2,"Bolivar",2022,2,"febrero","Bolivar_2022_febrero"
26.6121531749414,30.460855205261,30.2043319667642,20.2203334319548,18.3861179025281,6.15744755841422,9.76524890330191,1.94166158278374,9.6,138.13,43.4,7.5,6,20.7,2.1,18.6,7,2,"Boyaca",2022,2,"febrero","Boyaca_2022_febrero"
20.6320132412398,20.639210582967,22.8700330388478,14.7958854863737,14.5224810691609,8.35373675354621,9.37173477666165,1.66136908955309,10.5,139.2,33.4,8.4,7.3,14.6,2.5,12.1,8,2,"Caldas",2022,2,"febrero","Caldas_2022_febrero"
41.0223938049734,32.1008756597655,38.7412542846355,25.5719806810494,26.690421782507,12.0598461510258,12.4433135031199,1.7965397944437,19.6,146.2,69.1,8.1,6.5,27.2,3.2,24,9,2,"Caqueta",2022,2,"febrero","Caqueta_2022_febrero"
33.7243341219089,31.2467567083459,34.4829850096253,32.0968856587031,28.0641950858592,15.3140141149123,13.5957470639029,1.03540491978271,13.3,134.79,46.5,8.2,6.3,28.2,4.3,23.9,10,2,"Casanare",2022,2,"febrero","Casanare_2022_febrero"
33.1327285771581,28.3861757132021,32.0826249333334,19.5101074665129,21.1458351541944,10.7184601020763,10.4551679567779,2.90418701920035,18.3,149.1,58.3,7.5,5.9,22.3,2.8,19.5,11,2,"Cauca",2022,2,"febrero","Cauca_2022_febrero"
48.8438895131739,41.6095626831787,48.6495066723973,42.1030938511351,40.275087560284,25.0871891123971,23.8650911149826,3.8666673809422,19.1,137.72,70.5,7.9,6.3,41.1,9.4,31.7,12,2,"Cesar",2022,2,"febrero","Cesar_2022_febrero"
50.9383096023742,43.2835668423595,50.503864517319,43.7598815847319,41.4552672455827,25.9372918072844,29.3294158884939,9.06844377958882,36.8,134.79,83.4,7.2,6.2,43.2,10.4,32.8,13,2,"Choco",2022,2,"febrero","Choco_2022_febrero"
30.0299191806448,31.3674747844439,32.2722131105355,20.1959965623925,23.5250811629068,11.3808700129097,12.8935387340118,1.85732274229919,7.3,138.3,39.2,7.8,6.3,23,3.7,19.3,15,2,"Cordoba",2022,2,"febrero","Cordoba_2022_febrero"
50.1313537032686,41.6341790016865,45.8234208817088,39.9103654537651,37.1747693840592,21.2136694099246,25.8721411738504,8.68039650853124,26.9,136.22,83.7,7.6,6.2,38.9,8.1,30.8,14,2,"Cundinamarca",2022,2,"febrero","Cundinamarca_2022_febrero"
36.144907702119,25.0069092100609,35.2946573200561,32.1580557047778,26.3557972642502,14.3714091799124,16.5462471294085,10.860536754178,46.5,134.79,53.3,7.7,6.9,29.8,4.4,25.4,16,2,"Guainia",2022,2,"febrero","Guainia_2022_febrero"
36.9241626485134,32.4984026040034,37.2389285473141,32.3109109304632,28.6937737934056,16.8959544124406,17.5534216614547,4.10293510598284,26.9,134.79,55.9,7.8,5.9,30.4,6.2,24.2,18,2,"Huila",2022,2,"febrero","Huila_2022_febrero"
34.734543463933,27.501314138178,32.7618421717759,13.7238710897156,19.110281734912,8.3265044912796,11.422556401992,2.3583240592287,13.3,146.87,65.7,7.9,6.3,19,2.4,16.6,19,2,"Guajira",2022,2,"febrero","Guajira_2022_febrero"
67.6804379027893,58.6785195568972,67.5556706333723,62.5181332614356,59.2117114472525,38.3310439481396,40.3766387719726,15.0108226137405,42.9,138.93,80.8,7.6,5.6,59.7,17.5,42.2,17,2,"Guaviare",2022,2,"febrero","Guaviare_2022_febrero"
51.3913339189476,46.8608404522916,52.0337643426231,45.0629776852824,42.6122506425115,26.6796848732305,26.9230181546901,6.5280277695875,23,136.08,71.6,7.9,6.5,45.3,10.4,34.9,20,2,"Magdalena",2022,2,"febrero","Magdalena_2022_febrero"
36.4165035670183,32.2698500703958,34.7614686564147,24.0589414490557,25.4632253384068,11.666155221317,13.0268338950969,2.22078150562395,11.3,144.07,43.2,8.1,6.7,25.5,4.1,21.4,21,2,"Meta",2022,2,"febrero","Meta_2022_febrero"
45.2557312570188,43.4987350874926,49.6716764806851,36.0596175723418,35.1169944903657,22.0562234406886,20.5766123943147,2.98294370293887,17.6,138.08,71.5,7.1,5.3,37.1,7.4,29.7,22,2,"Narino",2022,2,"febrero","Narino_2022_febrero"
41.2075609895601,33.9198461609673,35.8847750213845,24.7695197733481,25.9100950664034,10.5633411107064,14.3415830682866,5.55842506202497,18.5,149.35,52.3,8.1,6.8,25.8,2.9,22.9,23,2,"Norte De Santander",2022,2,"febrero","Norte De Santander_2022_febrero"
33.7486498213036,30.7239329314454,35.9909344306936,25.1974724042034,23.6733809650497,12.8719402225085,12.3751532962186,1.72844913730548,20.8,134.79,71.6,7.5,5.7,24.4,3,21.4,24,2,"Putumayo",2022,2,"febrero","Putumayo_2022_febrero"
22.8893648754959,23.9024331496406,23.2547006067416,16.7445017289198,16.7764605964549,8.08415203572108,9.65783951649713,1.58272312807899,10,142.14,37.9,8.4,6.8,17.3,2.2,15.1,25,2,"Quindio",2022,2,"febrero","Quindio_2022_febrero"
24.5973405348748,23.3229131627277,25.9122710222552,16.4476401244345,17.4283327598065,8.83597347579085,9.7043080180801,2.80745997992822,10,141.72,30.5,8.4,7.3,17.5,2.5,15,26,2,"Risaralda",2022,2,"febrero","Risaralda_2022_febrero"
30.4040784578035,28.4270619871843,29.5770922509022,18.9653836808265,19.5383505767878,9.27115996111067,11.4011200677804,3.45961050766026,10.4,144.61,49.5,8.2,6.7,20.5,2.5,18,27,2,"Santander",2022,2,"febrero","Santander_2022_febrero"
59.0572665868202,50.4326321550194,59.1532751757311,48.5906349498854,46.1550504803541,28.6560829956616,28.1271687970264,5.56989682697246,26,131.32,78.7,8.1,5.7,47.9,10.4,37.5,28,2,"Sucre",2022,2,"febrero","Sucre_2022_febrero"
39.4552949038997,32.6507329458743,37.8556570459297,25.7678346766708,26.1424902736106,11.4701833035313,12.3491199898534,1.46310788964322,10.5,144.22,54,7.7,6.3,27.4,3.3,24.1,29,2,"Tolima",2022,2,"febrero","Tolima_2022_febrero"
32.8474867200256,31.4901205469503,35.5154154259595,30.1058713013021,28.1775372242061,14.975670763068,16.0344790168899,1.80798633693482,9.7,144,40.6,7.9,6.7,28,4.5,23.5,30,2,"Valle Del Cauca",2022,2,"febrero","Valle Del Cauca_2022_febrero"
41.6945705507104,32.9103721401101,41.9770163470505,40.5405823855714,33.8780934749813,22.6752062945709,25.8703801952644,8.94161858508109,47.1,134.79,66.5,7.3,6,36.5,8.7,27.8,31,2,"Vaupes",2022,2,"febrero","Vaupes_2022_febrero"
29.7930361624225,23.4176555821959,31.2867121362327,35.0372650290984,28.9581887904392,22.2429925467908,27.6488175936911,20.2364975371505,75.4,134.79,85.8,7.5,6.8,30.7,9.2,21.5,32,2,"Vichada",2022,2,"febrero","Vichada_2022_febrero"
28.0683413890268,20.3252929560188,25.3779118238562,18.9381539156611,17.9223665993888,9.36934442780884,11.3774114577104,6.91434065539861,27.9,137.87,54.6,8.5,7.5,18.6,3.4,15.2,1,3,"Amazonas",2022,3,"marzo","Amazonas_2022_marzo"
28.8278895323437,27.1004742056434,30.1038758288381,20.9384308939236,20.1903645486917,11.3977071617773,12.5566961695861,3.05735839854481,10.7,141.62,48.7,8.2,7.1,20.9,3.3,17.6,2,3,"Antioquia",2022,3,"marzo","Antioquia_2022_marzo"
47.676436752652,40.4215078449458,46.3485806025808,40.6707049124708,39.8063476172234,26.3022551651232,25.4837522086214,5.49861168551401,22.6,137.87,74.5,8,6.8,39.3,11,28.3,3,3,"Arauca",2022,3,"marzo","Arauca_2022_marzo"
61.3549123661127,51.1961389578591,56.8385884761897,46.0026835213907,44.5104896712234,23.1728219513566,24.6513308667314,3.88423209927857,10.2,139.19,56.9,8,6.6,46.1,8.3,37.8,4,3,"Atlantico",2022,3,"marzo","Atlantico_2022_marzo"
32.0113616400977,32.0375612214754,33.012273979765,24.582423862414,24.0824270611798,12.8989369964298,14.3050932373254,2.94176586711583,3.8,142.05,32.3,7.8,6.6,25.4,4.2,21.2,5,3,"Bogotá",2022,3,"marzo","Bogotá_2022_marzo"
43.3150207868634,33.3311130918168,40.8693232140762,31.1392853421769,31.8602495054908,17.0294905834741,16.4900163027425,5.99133193329085,19.4,138.7,66.9,8.3,7.2,32.6,5.1,27.5,6,3,"Bolivar",2022,3,"marzo","Bolivar_2022_marzo"
29.3932324128713,30.5546850536449,32.8701444602237,18.6113287061578,19.1926639557484,8.24085839469302,9.26078218126897,1.52073956363069,9.6,142.02,43.4,7.5,6,20.7,2.1,18.6,7,3,"Boyaca",2022,3,"marzo","Boyaca_2022_marzo"
22.188909632208,22.1051573085138,22.8684151409518,14.2993436982231,17.034669110583,8.51876615866615,8.5221471621111,2.80783812252793,10.5,142.68,33.4,8.4,7.3,14.6,2.5,12.1,8,3,"Caldas",2022,3,"marzo","Caldas_2022_marzo"
44.2710681217475,32.3030468161352,38.5577541268118,24.952731475222,26.9851638949074,11.6029215704126,14.2530484152959,3.42609034349855,19.6,150.16,69.1,8.1,6.5,27.2,3.2,24,9,3,"Caqueta",2022,3,"marzo","Caqueta_2022_marzo"
35.8964910607204,34.4085935073139,38.4705537316509,29.6326389759972,27.3972269979315,15.4644104695255,15.7157609749362,2.86592517121614,13.3,137.87,46.5,8.2,6.3,28.2,4.3,23.9,10,3,"Casanare",2022,3,"marzo","Casanare_2022_marzo"
35.4532148590756,31.8788414792061,31.7191843665309,16.5978536456395,21.3904189158822,7.20990436855339,11.630758978291,5.60680038080744,18.3,152.88,58.3,7.5,5.9,22.3,2.8,19.5,11,3,"Cauca",2022,3,"marzo","Cauca_2022_marzo"
51.7685176458442,45.2351843513478,48.9881791366762,40.2242761320835,40.243801947655,21.725767301815,23.7233298133123,6.38297029552449,19.1,141.68,70.5,7.9,6.3,41.1,9.4,31.7,12,3,"Cesar",2022,3,"marzo","Cesar_2022_marzo"
50.94801755845,40.7149604240747,49.8367528623848,43.8676582052784,40.1133934198752,26.8628300759218,27.6668299244386,9.0765198813142,36.8,137.87,83.4,7.2,6.2,43.2,10.4,32.8,13,3,"Choco",2022,3,"marzo","Choco_2022_marzo"
29.8555139214663,31.4400511061699,32.4594754465278,20.442704555114,21.0845923309919,10.0191051416661,11.6856603606134,2.29565927393433,7.3,142.05,39.2,7.8,6.3,23,3.7,19.3,15,3,"Cordoba",2022,3,"marzo","Cordoba_2022_marzo"
53.6468517157574,41.9505920055114,52.8380847044815,37.4140596208532,38.3722870229773,23.3343734442733,22.4515045057931,5.8775988636611,26.9,139.8,83.7,7.6,6.2,38.9,8.1,30.8,14,3,"Cundinamarca",2022,3,"marzo","Cundinamarca_2022_marzo"
38.9829654359121,28.083936858333,34.315681864886,32.2131877222284,26.4437568691994,11.5988734486378,19.1951956537369,11.9658980958211,46.5,137.87,53.3,7.7,6.9,29.8,4.4,25.4,16,3,"Guainia",2022,3,"marzo","Guainia_2022_marzo"
36.7893382809962,33.6855460528092,38.8634975502132,32.6998739126744,30.017960211331,18.0768957552864,17.66976915339,2.72650955503479,26.9,137.87,55.9,7.8,5.9,30.4,6.2,24.2,18,3,"Huila",2022,3,"marzo","Huila_2022_marzo"
29.9968221667386,29.0403340670432,31.8849453225961,13.0624231833493,18.5182259474686,9.66228270320313,8.07597093121581,2.12815507733681,13.3,151.74,65.7,7.9,6.3,19,2.4,16.6,19,3,"Guajira",2022,3,"marzo","Guajira_2022_marzo"
69.7443988812053,59.1915428959161,65.6216324246403,61.4848600320147,58.5402279727911,37.0393677392981,40.581457951396,15.3404720318664,42.9,143.11,80.8,7.6,5.6,59.7,17.5,42.2,17,3,"Guaviare",2022,3,"marzo","Guaviare_2022_marzo"
53.6073622426126,44.5123818368887,52.8814770807764,44.2800339447769,42.8681807295779,27.2699724030228,26.1967929169636,5.99025517520062,23,140.15,71.6,7.9,6.5,45.3,10.4,34.9,20,3,"Magdalena",2022,3,"marzo","Magdalena_2022_marzo"
33.7992147567396,31.6710443577106,34.7967138575393,23.9477448841888,26.1757881070443,12.4148979968513,12.9631216944983,3.3353054459744,11.3,148.57,43.2,8.1,6.7,25.5,4.1,21.4,21,3,"Meta",2022,3,"marzo","Meta_2022_marzo"
44.8840366292165,45.3211575399558,50.2716244481496,34.83309854657,35.4958497237481,21.1134504273774,21.7171320658277,2.60437710014214,17.6,140.99,71.5,7.1,5.3,37.1,7.4,29.7,22,3,"Narino",2022,3,"marzo","Narino_2022_marzo"
40.8649855108555,31.0048001294651,37.8187435954482,21.8387188256247,23.2781487160759,10.9565245875018,12.5586531341764,4.03759850516016,18.5,153.39,52.3,8.1,6.8,25.8,2.9,22.9,23,3,"Norte De Santander",2022,3,"marzo","Norte De Santander_2022_marzo"
34.301932386057,34.0940607952784,35.5832339239654,22.8717639010309,24.160245082024,11.8214196102033,13.4114432387645,2.71734177192607,20.8,137.87,71.6,7.5,5.7,24.4,3,21.4,24,3,"Putumayo",2022,3,"marzo","Putumayo_2022_marzo"
27.1750307830886,23.9672474285767,26.9174527738176,14.7602909521074,16.793591378093,8.25080870519161,9.05499018533116,2.59581289904859,10,146.02,37.9,8.4,6.8,17.3,2.2,15.1,25,3,"Quindio",2022,3,"marzo","Quindio_2022_marzo"
27.4147891819911,26.6956296466194,27.2304008771752,16.4289719106633,18.5912612421791,9.29281533035761,10.4955285489515,4.4112777591479,10,144.85,30.5,8.4,7.3,17.5,2.5,15,26,3,"Risaralda",2022,3,"marzo","Risaralda_2022_marzo"
28.2601350358417,27.1616411830884,29.8873190370308,17.0141562279836,21.3346782001572,9.18301941821143,10.621071831617,2.40069112697937,10.4,148.26,49.5,8.2,6.7,20.5,2.5,18,27,3,"Santander",2022,3,"marzo","Santander_2022_marzo"
61.5889677887237,51.4433165407682,60.6277764621445,47.8351239736018,46.7584358298498,27.7178963951742,24.1999412899504,5.29237354779919,26,134.23,78.7,8.1,5.7,47.9,10.4,37.5,28,3,"Sucre",2022,3,"marzo","Sucre_2022_marzo"
41.6070603625198,34.9827345517731,39.301212189613,23.8058106887707,26.1238497936975,11.534658473617,14.1267269335855,3.84596349880085,10.5,148.52,54,7.7,6.3,27.4,3.3,24.1,29,3,"Tolima",2022,3,"marzo","Tolima_2022_marzo"
39.4238632734205,33.7630412565292,36.7622539243859,27.2958543950339,26.4438889874821,11.7415966013072,15.7236050633824,4.1009710297965,9.7,148.86,40.6,7.9,6.7,28,4.5,23.5,30,3,"Valle Del Cauca",2022,3,"marzo","Valle Del Cauca_2022_marzo"
42.0733878451358,33.3864982581529,39.9196390144301,40.5375294875285,34.1308216789767,19.2328025188175,25.1330193105849,10.2961669782631,47.1,137.87,66.5,7.3,6,36.5,8.7,27.8,31,3,"Vaupes",2022,3,"marzo","Vaupes_2022_marzo"
