departamento,año,mes,fecha,Preocupacion_alimentos,No_alimentos_saludables,Poca_variedad_alimentos,Saltar_comida,Comio_menos,Sin_alimentos,Hambre_no_comio,No_comio_dia_entero
Guaviare,2024,1,2024-01-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,2,2024-02-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,3,2024-03-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,4,2024-04-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,5,2024-05-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,6,2024-06-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,7,2024-07-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,8,2024-08-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,9,2024-09-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,10,2024-10-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,11,2024-11-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,12,2024-12-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Huila,2024,1,2024-01-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,2,2024-02-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,3,2024-03-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,4,2024-04-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,5,2024-05-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,6,2024-06-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,7,2024-07-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,8,2024-08-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,9,2024-09-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,10,2024-10-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,11,2024-11-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,12,2024-12-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
La Guajira,2024,1,2024-01-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,2,2024-02-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,3,2024-03-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,4,2024-04-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,5,2024-05-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,6,2024-06-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,7,2024-07-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,8,2024-08-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,9,2024-09-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,10,2024-10-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,11,2024-11-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,12,2024-12-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
Magdalena,2024,1,2024-01-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,2,2024-02-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,3,2024-03-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,4,2024-04-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,5,2024-05-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,6,2024-06-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,7,2024-07-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,8,2024-08-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,9,2024-09-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,10,2024-10-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,11,2024-11-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,12,2024-12-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Meta,2024,1,2024-01-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,2,2024-02-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,3,2024-03-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,4,2024-04-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,5,2024-05-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,6,2024-06-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,7,2024-07-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,8,2024-08-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,9,2024-09-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,10,2024-10-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,11,2024-11-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,12,2024-12-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Nariño,2024,1,2024-01-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,2,2024-02-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,3,2024-03-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,4,2024-04-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,5,2024-05-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,6,2024-06-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,7,2024-07-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,8,2024-08-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,9,2024-09-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,10,2024-10-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,11,2024-11-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,12,2024-12-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Norte de Santander,2024,1,2024-01-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,2,2024-02-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,3,2024-03-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,4,2024-04-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,5,2024-05-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,6,2024-06-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,7,2024-07-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,8,2024-08-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,9,2024-09-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,10,2024-10-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,11,2024-11-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,12,2024-12-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Putumayo,2024,1,2024-01-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
Putumayo,2024,2,2024-02-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
Putumayo,2024,3,2024-03-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
Putumayo,2024,4,2024-04-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
Putumayo,2024,5,2024-05-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
Putumayo,2024,6,2024-06-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
Putumayo,2024,7,2024-07-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
Putumayo,2024,8,2024-08-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
Putumayo,2024,9,2024-09-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
Putumayo,2024,10,2024-10-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
Putumayo,2024,11,2024-11-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
Putumayo,2024,12,2024-12-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
Quindío,2024,1,2024-01-01,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4
Quindío,2024,2,2024-02-01,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4
Quindío,2024,3,2024-03-01,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4
Quindío,2024,4,2024-04-01,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4
Quindío,2024,5,2024-05-01,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4
Quindío,2024,6,2024-06-01,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4
Quindío,2024,7,2024-07-01,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4
Quindío,2024,8,2024-08-01,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4
Quindío,2024,9,2024-09-01,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4
Quindío,2024,10,2024-10-01,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4
Quindío,2024,11,2024-11-01,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4
Quindío,2024,12,2024-12-01,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4
Risaralda,2024,1,2024-01-01,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6
Risaralda,2024,2,2024-02-01,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6
Risaralda,2024,3,2024-03-01,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6
Risaralda,2024,4,2024-04-01,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6
Risaralda,2024,5,2024-05-01,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6
Risaralda,2024,6,2024-06-01,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6
Risaralda,2024,7,2024-07-01,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6
Risaralda,2024,8,2024-08-01,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6
Risaralda,2024,9,2024-09-01,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6
Risaralda,2024,10,2024-10-01,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6
Risaralda,2024,11,2024-11-01,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6
Risaralda,2024,12,2024-12-01,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6
Santander,2024,1,2024-01-01,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2
Santander,2024,2,2024-02-01,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2
Santander,2024,3,2024-03-01,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2
Santander,2024,4,2024-04-01,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2
Santander,2024,5,2024-05-01,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2
Santander,2024,6,2024-06-01,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2
Santander,2024,7,2024-07-01,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2
Santander,2024,8,2024-08-01,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2
Santander,2024,9,2024-09-01,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2
Santander,2024,10,2024-10-01,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2
Santander,2024,11,2024-11-01,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2
Santander,2024,12,2024-12-01,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2
Sucre,2024,1,2024-01-01,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3
Sucre,2024,2,2024-02-01,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3
Sucre,2024,3,2024-03-01,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3
Sucre,2024,4,2024-04-01,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3
Sucre,2024,5,2024-05-01,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3
Sucre,2024,6,2024-06-01,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3
Sucre,2024,7,2024-07-01,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3
Sucre,2024,8,2024-08-01,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3
Sucre,2024,9,2024-09-01,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3
Sucre,2024,10,2024-10-01,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3
Sucre,2024,11,2024-11-01,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3
Sucre,2024,12,2024-12-01,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3
Tolima,2024,1,2024-01-01,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4
Tolima,2024,2,2024-02-01,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4
Tolima,2024,3,2024-03-01,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4
Tolima,2024,4,2024-04-01,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4
Tolima,2024,5,2024-05-01,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4
Tolima,2024,6,2024-06-01,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4
Tolima,2024,7,2024-07-01,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4
Tolima,2024,8,2024-08-01,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4
Tolima,2024,9,2024-09-01,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4
Tolima,2024,10,2024-10-01,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4
Tolima,2024,11,2024-11-01,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4
Tolima,2024,12,2024-12-01,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4
Valle del Cauca,2024,1,2024-01-01,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9
Valle del Cauca,2024,2,2024-02-01,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9
Valle del Cauca,2024,3,2024-03-01,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9
Valle del Cauca,2024,4,2024-04-01,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9
Valle del Cauca,2024,5,2024-05-01,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9
Valle del Cauca,2024,6,2024-06-01,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9
Valle del Cauca,2024,7,2024-07-01,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9
Valle del Cauca,2024,8,2024-08-01,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9
Valle del Cauca,2024,9,2024-09-01,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9
Valle del Cauca,2024,10,2024-10-01,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9
Valle del Cauca,2024,11,2024-11-01,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9
Valle del Cauca,2024,12,2024-12-01,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9
Vaupés,2024,1,2024-01-01,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5
Vaupés,2024,2,2024-02-01,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5
Vaupés,2024,3,2024-03-01,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5
Vaupés,2024,4,2024-04-01,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5
Vaupés,2024,5,2024-05-01,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5
Vaupés,2024,6,2024-06-01,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5
Vaupés,2024,7,2024-07-01,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5
Vaupés,2024,8,2024-08-01,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5
Vaupés,2024,9,2024-09-01,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5
Vaupés,2024,10,2024-10-01,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5
Vaupés,2024,11,2024-11-01,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5
Vaupés,2024,12,2024-12-01,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5
Vichada,2024,1,2024-01-01,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0
Vichada,2024,2,2024-02-01,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0
Vichada,2024,3,2024-03-01,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0
Vichada,2024,4,2024-04-01,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0
Vichada,2024,5,2024-05-01,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0
Vichada,2024,6,2024-06-01,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0
Vichada,2024,7,2024-07-01,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0
Vichada,2024,8,2024-08-01,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0
Vichada,2024,9,2024-09-01,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0
Vichada,2024,10,2024-10-01,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0
Vichada,2024,11,2024-11-01,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0
Vichada,2024,12,2024-12-01,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0
