fecha,año,mes,mes_nombre,Departamento,IPM_Total,IPM_Cabeceras,IPM_Centros_Poblados
2023-07-01,2023,7,July,Nariño,16.6,11.6,20.5
2023-08-01,2023,8,August,Nariño,16.6,11.6,20.5
2023-09-01,2023,9,September,Nariño,16.6,11.6,20.5
2023-10-01,2023,10,October,Nariño,16.6,11.6,20.5
2023-11-01,2023,11,November,Nariño,16.6,11.6,20.5
2023-12-01,2023,12,December,Nariño,16.6,11.6,20.5
2024-01-01,2024,1,January,Nariño,18.1,10.0,24.5
2024-02-01,2024,2,February,Nariño,18.1,10.0,24.5
2024-03-01,2024,3,March,Nariño,18.1,10.0,24.5
2024-04-01,2024,4,April,Nariño,18.1,10.0,24.5
2024-05-01,2024,5,May,Nariño,18.1,10.0,24.5
2024-06-01,2024,6,June,Nariño,18.1,10.0,24.5
2024-07-01,2024,7,July,Nariño,18.1,10.0,24.5
2024-08-01,2024,8,August,Nariño,18.1,10.0,24.5
2024-09-01,2024,9,September,Nariño,18.1,10.0,24.5
2024-10-01,2024,10,October,Nariño,18.1,10.0,24.5
2024-11-01,2024,11,November,Nariño,18.1,10.0,24.5
2024-12-01,2024,12,December,Nariño,18.1,10.0,24.5
2022-01-01,2022,1,January,Norte de Santander,18.5,13.0,39.8
2022-02-01,2022,2,February,Norte de Santander,18.5,13.0,39.8
2022-03-01,2022,3,March,Norte de Santander,18.5,13.0,39.8
2022-04-01,2022,4,April,Norte de Santander,18.5,13.0,39.8
2022-05-01,2022,5,May,Norte de Santander,18.5,13.0,39.8
2022-06-01,2022,6,June,Norte de Santander,18.5,13.0,39.8
2022-07-01,2022,7,July,Norte de Santander,18.5,13.0,39.8
2022-08-01,2022,8,August,Norte de Santander,18.5,13.0,39.8
2022-09-01,2022,9,September,Norte de Santander,18.5,13.0,39.8
2022-10-01,2022,10,October,Norte de Santander,18.5,13.0,39.8
2022-11-01,2022,11,November,Norte de Santander,18.5,13.0,39.8
2022-12-01,2022,12,December,Norte de Santander,18.5,13.0,39.8
2023-01-01,2023,1,January,Norte de Santander,20.5,16.4,36.2
2023-02-01,2023,2,February,Norte de Santander,20.5,16.4,36.2
2023-03-01,2023,3,March,Norte de Santander,20.5,16.4,36.2
2023-04-01,2023,4,April,Norte de Santander,20.5,16.4,36.2
2023-05-01,2023,5,May,Norte de Santander,20.5,16.4,36.2
2023-06-01,2023,6,June,Norte de Santander,20.5,16.4,36.2
2023-07-01,2023,7,July,Norte de Santander,20.5,16.4,36.2
2023-08-01,2023,8,August,Norte de Santander,20.5,16.4,36.2
2023-09-01,2023,9,September,Norte de Santander,20.5,16.4,36.2
2023-10-01,2023,10,October,Norte de Santander,20.5,16.4,36.2
2023-11-01,2023,11,November,Norte de Santander,20.5,16.4,36.2
2023-12-01,2023,12,December,Norte de Santander,20.5,16.4,36.2
2024-01-01,2024,1,January,Norte de Santander,15.2,8.5,41.1
2024-02-01,2024,2,February,Norte de Santander,15.2,8.5,41.1
2024-03-01,2024,3,March,Norte de Santander,15.2,8.5,41.1
2024-04-01,2024,4,April,Norte de Santander,15.2,8.5,41.1
2024-05-01,2024,5,May,Norte de Santander,15.2,8.5,41.1
2024-06-01,2024,6,June,Norte de Santander,15.2,8.5,41.1
2024-07-01,2024,7,July,Norte de Santander,15.2,8.5,41.1
2024-08-01,2024,8,August,Norte de Santander,15.2,8.5,41.1
2024-09-01,2024,9,September,Norte de Santander,15.2,8.5,41.1
2024-10-01,2024,10,October,Norte de Santander,15.2,8.5,41.1
2024-11-01,2024,11,November,Norte de Santander,15.2,8.5,41.1
2024-12-01,2024,12,December,Norte de Santander,15.2,8.5,41.1
2022-01-01,2022,1,January,Putumayo,20.8,14.7,27.2
2022-02-01,2022,2,February,Putumayo,20.8,14.7,27.2
2022-03-01,2022,3,March,Putumayo,20.8,14.7,27.2
2022-04-01,2022,4,April,Putumayo,20.8,14.7,27.2
2022-05-01,2022,5,May,Putumayo,20.8,14.7,27.2
2022-06-01,2022,6,June,Putumayo,20.8,14.7,27.2
2022-07-01,2022,7,July,Putumayo,20.8,14.7,27.2
2022-08-01,2022,8,August,Putumayo,20.8,14.7,27.2
2022-09-01,2022,9,September,Putumayo,20.8,14.7,27.2
2022-10-01,2022,10,October,Putumayo,20.8,14.7,27.2
2022-11-01,2022,11,November,Putumayo,20.8,14.7,27.2
2022-12-01,2022,12,December,Putumayo,20.8,14.7,27.2
2023-01-01,2023,1,January,Putumayo,13.2,10.5,16.1
2023-02-01,2023,2,February,Putumayo,13.2,10.5,16.1
2023-03-01,2023,3,March,Putumayo,13.2,10.5,16.1
2023-04-01,2023,4,April,Putumayo,13.2,10.5,16.1
2023-05-01,2023,5,May,Putumayo,13.2,10.5,16.1
2023-06-01,2023,6,June,Putumayo,13.2,10.5,16.1
2023-07-01,2023,7,July,Putumayo,13.2,10.5,16.1
2023-08-01,2023,8,August,Putumayo,13.2,10.5,16.1
2023-09-01,2023,9,September,Putumayo,13.2,10.5,16.1
2023-10-01,2023,10,October,Putumayo,13.2,10.5,16.1
2023-11-01,2023,11,November,Putumayo,13.2,10.5,16.1
2023-12-01,2023,12,December,Putumayo,13.2,10.5,16.1
2024-01-01,2024,1,January,Putumayo,11.8,8.8,15.1
2024-02-01,2024,2,February,Putumayo,11.8,8.8,15.1
2024-03-01,2024,3,March,Putumayo,11.8,8.8,15.1
2024-04-01,2024,4,April,Putumayo,11.8,8.8,15.1
2024-05-01,2024,5,May,Putumayo,11.8,8.8,15.1
2024-06-01,2024,6,June,Putumayo,11.8,8.8,15.1
2024-07-01,2024,7,July,Putumayo,11.8,8.8,15.1
2024-08-01,2024,8,August,Putumayo,11.8,8.8,15.1
2024-09-01,2024,9,September,Putumayo,11.8,8.8,15.1
2024-10-01,2024,10,October,Putumayo,11.8,8.8,15.1
2024-11-01,2024,11,November,Putumayo,11.8,8.8,15.1
2024-12-01,2024,12,December,Putumayo,11.8,8.8,15.1
2022-01-01,2022,1,January,Quindío,10.0,9.3,15.3
2022-02-01,2022,2,February,Quindío,10.0,9.3,15.3
2022-03-01,2022,3,March,Quindío,10.0,9.3,15.3
2022-04-01,2022,4,April,Quindío,10.0,9.3,15.3
2022-05-01,2022,5,May,Quindío,10.0,9.3,15.3
2022-06-01,2022,6,June,Quindío,10.0,9.3,15.3
2022-07-01,2022,7,July,Quindío,10.0,9.3,15.3
2022-08-01,2022,8,August,Quindío,10.0,9.3,15.3
2022-09-01,2022,9,September,Quindío,10.0,9.3,15.3
2022-10-01,2022,10,October,Quindío,10.0,9.3,15.3
2022-11-01,2022,11,November,Quindío,10.0,9.3,15.3
2022-12-01,2022,12,December,Quindío,10.0,9.3,15.3
2023-01-01,2023,1,January,Quindío,7.5,6.7,13.5
2023-02-01,2023,2,February,Quindío,7.5,6.7,13.5
2023-03-01,2023,3,March,Quindío,7.5,6.7,13.5
2023-04-01,2023,4,April,Quindío,7.5,6.7,13.5
2023-05-01,2023,5,May,Quindío,7.5,6.7,13.5
2023-06-01,2023,6,June,Quindío,7.5,6.7,13.5
2023-07-01,2023,7,July,Quindío,7.5,6.7,13.5
2023-08-01,2023,8,August,Quindío,7.5,6.7,13.5
2023-09-01,2023,9,September,Quindío,7.5,6.7,13.5
2023-10-01,2023,10,October,Quindío,7.5,6.7,13.5
2023-11-01,2023,11,November,Quindío,7.5,6.7,13.5
2023-12-01,2023,12,December,Quindío,7.5,6.7,13.5
2024-01-01,2024,1,January,Quindío,7.4,6.8,11.3
2024-02-01,2024,2,February,Quindío,7.4,6.8,11.3
2024-03-01,2024,3,March,Quindío,7.4,6.8,11.3
2024-04-01,2024,4,April,Quindío,7.4,6.8,11.3
2024-05-01,2024,5,May,Quindío,7.4,6.8,11.3
2024-06-01,2024,6,June,Quindío,7.4,6.8,11.3
2024-07-01,2024,7,July,Quindío,7.4,6.8,11.3
2024-08-01,2024,8,August,Quindío,7.4,6.8,11.3
2024-09-01,2024,9,September,Quindío,7.4,6.8,11.3
2024-10-01,2024,10,October,Quindío,7.4,6.8,11.3
2024-11-01,2024,11,November,Quindío,7.4,6.8,11.3
2024-12-01,2024,12,December,Quindío,7.4,6.8,11.3
2022-01-01,2022,1,January,Risaralda,10.0,6.6,23.9
2022-02-01,2022,2,February,Risaralda,10.0,6.6,23.9
2022-03-01,2022,3,March,Risaralda,10.0,6.6,23.9
2022-04-01,2022,4,April,Risaralda,10.0,6.6,23.9
2022-05-01,2022,5,May,Risaralda,10.0,6.6,23.9
2022-06-01,2022,6,June,Risaralda,10.0,6.6,23.9
2022-07-01,2022,7,July,Risaralda,10.0,6.6,23.9
2022-08-01,2022,8,August,Risaralda,10.0,6.6,23.9
2022-09-01,2022,9,September,Risaralda,10.0,6.6,23.9
2022-10-01,2022,10,October,Risaralda,10.0,6.6,23.9
2022-11-01,2022,11,November,Risaralda,10.0,6.6,23.9
2022-12-01,2022,12,December,Risaralda,10.0,6.6,23.9
2023-01-01,2023,1,January,Risaralda,11.8,8.8,24.0
2023-02-01,2023,2,February,Risaralda,11.8,8.8,24.0
2023-03-01,2023,3,March,Risaralda,11.8,8.8,24.0
2023-04-01,2023,4,April,Risaralda,11.8,8.8,24.0
2023-05-01,2023,5,May,Risaralda,11.8,8.8,24.0
2023-06-01,2023,6,June,Risaralda,11.8,8.8,24.0
2023-07-01,2023,7,July,Risaralda,11.8,8.8,24.0
2023-08-01,2023,8,August,Risaralda,11.8,8.8,24.0
2023-09-01,2023,9,September,Risaralda,11.8,8.8,24.0
2023-10-01,2023,10,October,Risaralda,11.8,8.8,24.0
2023-11-01,2023,11,November,Risaralda,11.8,8.8,24.0
2023-12-01,2023,12,December,Risaralda,11.8,8.8,24.0
2024-01-01,2024,1,January,Risaralda,9.5,6.3,23.0
2024-02-01,2024,2,February,Risaralda,9.5,6.3,23.0
2024-03-01,2024,3,March,Risaralda,9.5,6.3,23.0
2024-04-01,2024,4,April,Risaralda,9.5,6.3,23.0
2024-05-01,2024,5,May,Risaralda,9.5,6.3,23.0
2024-06-01,2024,6,June,Risaralda,9.5,6.3,23.0
2024-07-01,2024,7,July,Risaralda,9.5,6.3,23.0
2024-08-01,2024,8,August,Risaralda,9.5,6.3,23.0
2024-09-01,2024,9,September,Risaralda,9.5,6.3,23.0
2024-10-01,2024,10,October,Risaralda,9.5,6.3,23.0
2024-11-01,2024,11,November,Risaralda,9.5,6.3,23.0
2024-12-01,2024,12,December,Risaralda,9.5,6.3,23.0
2022-01-01,2022,1,January,Santander,10.4,7.4,20.6
2022-02-01,2022,2,February,Santander,10.4,7.4,20.6
2022-03-01,2022,3,March,Santander,10.4,7.4,20.6
2022-04-01,2022,4,April,Santander,10.4,7.4,20.6
2022-05-01,2022,5,May,Santander,10.4,7.4,20.6
2022-06-01,2022,6,June,Santander,10.4,7.4,20.6
2022-07-01,2022,7,July,Santander,10.4,7.4,20.6
2022-08-01,2022,8,August,Santander,10.4,7.4,20.6
2022-09-01,2022,9,September,Santander,10.4,7.4,20.6
2022-10-01,2022,10,October,Santander,10.4,7.4,20.6
2022-11-01,2022,11,November,Santander,10.4,7.4,20.6
2022-12-01,2022,12,December,Santander,10.4,7.4,20.6
2023-01-01,2023,1,January,Santander,9.8,6.6,20.7
2023-02-01,2023,2,February,Santander,9.8,6.6,20.7
2023-03-01,2023,3,March,Santander,9.8,6.6,20.7
2023-04-01,2023,4,April,Santander,9.8,6.6,20.7
2023-05-01,2023,5,May,Santander,9.8,6.6,20.7
2023-06-01,2023,6,June,Santander,9.8,6.6,20.7
2023-07-01,2023,7,July,Santander,9.8,6.6,20.7
2023-08-01,2023,8,August,Santander,9.8,6.6,20.7
2023-09-01,2023,9,September,Santander,9.8,6.6,20.7
2023-10-01,2023,10,October,Santander,9.8,6.6,20.7
2023-11-01,2023,11,November,Santander,9.8,6.6,20.7
2023-12-01,2023,12,December,Santander,9.8,6.6,20.7
2024-01-01,2024,1,January,Santander,6.8,4.9,13.6
2024-02-01,2024,2,February,Santander,6.8,4.9,13.6
2024-03-01,2024,3,March,Santander,6.8,4.9,13.6
2024-04-01,2024,4,April,Santander,6.8,4.9,13.6
2024-05-01,2024,5,May,Santander,6.8,4.9,13.6
2024-06-01,2024,6,June,Santander,6.8,4.9,13.6
2024-07-01,2024,7,July,Santander,6.8,4.9,13.6
2024-08-01,2024,8,August,Santander,6.8,4.9,13.6
2024-09-01,2024,9,September,Santander,6.8,4.9,13.6
2024-10-01,2024,10,October,Santander,6.8,4.9,13.6
2024-11-01,2024,11,November,Santander,6.8,4.9,13.6
2024-12-01,2024,12,December,Santander,6.8,4.9,13.6
2022-01-01,2022,1,January,Sucre,26.0,19.8,36.0
2022-02-01,2022,2,February,Sucre,26.0,19.8,36.0
2022-03-01,2022,3,March,Sucre,26.0,19.8,36.0
2022-04-01,2022,4,April,Sucre,26.0,19.8,36.0
2022-05-01,2022,5,May,Sucre,26.0,19.8,36.0
2022-06-01,2022,6,June,Sucre,26.0,19.8,36.0
2022-07-01,2022,7,July,Sucre,26.0,19.8,36.0
2022-08-01,2022,8,August,Sucre,26.0,19.8,36.0
2022-09-01,2022,9,September,Sucre,26.0,19.8,36.0
2022-10-01,2022,10,October,Sucre,26.0,19.8,36.0
2022-11-01,2022,11,November,Sucre,26.0,19.8,36.0
2022-12-01,2022,12,December,Sucre,26.0,19.8,36.0
2023-01-01,2023,1,January,Sucre,23.1,15.9,34.6
2023-02-01,2023,2,February,Sucre,23.1,15.9,34.6
2023-03-01,2023,3,March,Sucre,23.1,15.9,34.6
2023-04-01,2023,4,April,Sucre,23.1,15.9,34.6
2023-05-01,2023,5,May,Sucre,23.1,15.9,34.6
2023-06-01,2023,6,June,Sucre,23.1,15.9,34.6
2023-07-01,2023,7,July,Sucre,23.1,15.9,34.6
2023-08-01,2023,8,August,Sucre,23.1,15.9,34.6
2023-09-01,2023,9,September,Sucre,23.1,15.9,34.6
2023-10-01,2023,10,October,Sucre,23.1,15.9,34.6
2023-11-01,2023,11,November,Sucre,23.1,15.9,34.6
2023-12-01,2023,12,December,Sucre,23.1,15.9,34.6
2024-01-01,2024,1,January,Sucre,21.8,12.4,36.4
2024-02-01,2024,2,February,Sucre,21.8,12.4,36.4
2024-03-01,2024,3,March,Sucre,21.8,12.4,36.4
2024-04-01,2024,4,April,Sucre,21.8,12.4,36.4
2024-05-01,2024,5,May,Sucre,21.8,12.4,36.4
2024-06-01,2024,6,June,Sucre,21.8,12.4,36.4
2024-07-01,2024,7,July,Sucre,21.8,12.4,36.4
2024-08-01,2024,8,August,Sucre,21.8,12.4,36.4
2024-09-01,2024,9,September,Sucre,21.8,12.4,36.4
2024-10-01,2024,10,October,Sucre,21.8,12.4,36.4
2024-11-01,2024,11,November,Sucre,21.8,12.4,36.4
2024-12-01,2024,12,December,Sucre,21.8,12.4,36.4
2022-01-01,2022,1,January,Tolima,10.5,5.4,22.0
2022-02-01,2022,2,February,Tolima,10.5,5.4,22.0
2022-03-01,2022,3,March,Tolima,10.5,5.4,22.0
2022-04-01,2022,4,April,Tolima,10.5,5.4,22.0
2022-05-01,2022,5,May,Tolima,10.5,5.4,22.0
2022-06-01,2022,6,June,Tolima,10.5,5.4,22.0
2022-07-01,2022,7,July,Tolima,10.5,5.4,22.0
2022-08-01,2022,8,August,Tolima,10.5,5.4,22.0
2022-09-01,2022,9,September,Tolima,10.5,5.4,22.0
2022-10-01,2022,10,October,Tolima,10.5,5.4,22.0
2022-11-01,2022,11,November,Tolima,10.5,5.4,22.0
2022-12-01,2022,12,December,Tolima,10.5,5.4,22.0
2023-01-01,2023,1,January,Tolima,12.9,8.0,23.9
2023-02-01,2023,2,February,Tolima,12.9,8.0,23.9
2023-03-01,2023,3,March,Tolima,12.9,8.0,23.9
2023-04-01,2023,4,April,Tolima,12.9,8.0,23.9
2023-05-01,2023,5,May,Tolima,12.9,8.0,23.9
2023-06-01,2023,6,June,Tolima,12.9,8.0,23.9
2023-07-01,2023,7,July,Tolima,12.9,8.0,23.9
2023-08-01,2023,8,August,Tolima,12.9,8.0,23.9
2023-09-01,2023,9,September,Tolima,12.9,8.0,23.9
2023-10-01,2023,10,October,Tolima,12.9,8.0,23.9
2023-11-01,2023,11,November,Tolima,12.9,8.0,23.9
2023-12-01,2023,12,December,Tolima,12.9,8.0,23.9
2024-01-01,2024,1,January,Tolima,12.6,7.2,24.7
2024-02-01,2024,2,February,Tolima,12.6,7.2,24.7
2024-03-01,2024,3,March,Tolima,12.6,7.2,24.7
2024-04-01,2024,4,April,Tolima,12.6,7.2,24.7
2024-05-01,2024,5,May,Tolima,12.6,7.2,24.7
2024-06-01,2024,6,June,Tolima,12.6,7.2,24.7
2024-07-01,2024,7,July,Tolima,12.6,7.2,24.7
2024-08-01,2024,8,August,Tolima,12.6,7.2,24.7
2024-09-01,2024,9,September,Tolima,12.6,7.2,24.7
2024-10-01,2024,10,October,Tolima,12.6,7.2,24.7
2024-11-01,2024,11,November,Tolima,12.6,7.2,24.7
2024-12-01,2024,12,December,Tolima,12.6,7.2,24.7
2022-01-01,2022,1,January,Valle del Cauca,9.7,8.0,19.4
2022-02-01,2022,2,February,Valle del Cauca,9.7,8.0,19.4
2022-03-01,2022,3,March,Valle del Cauca,9.7,8.0,19.4
2022-04-01,2022,4,April,Valle del Cauca,9.7,8.0,19.4
2022-05-01,2022,5,May,Valle del Cauca,9.7,8.0,19.4
2022-06-01,2022,6,June,Valle del Cauca,9.7,8.0,19.4
2022-07-01,2022,7,July,Valle del Cauca,9.7,8.0,19.4
2022-08-01,2022,8,August,Valle del Cauca,9.7,8.0,19.4
2022-09-01,2022,9,September,Valle del Cauca,9.7,8.0,19.4
2022-10-01,2022,10,October,Valle del Cauca,9.7,8.0,19.4
2022-11-01,2022,11,November,Valle del Cauca,9.7,8.0,19.4
2022-12-01,2022,12,December,Valle del Cauca,9.7,8.0,19.4
2023-01-01,2023,1,January,Valle del Cauca,7.2,5.8,15.8
2023-02-01,2023,2,February,Valle del Cauca,7.2,5.8,15.8
2023-03-01,2023,3,March,Valle del Cauca,7.2,5.8,15.8
2023-04-01,2023,4,April,Valle del Cauca,7.2,5.8,15.8
2023-05-01,2023,5,May,Valle del Cauca,7.2,5.8,15.8
2023-06-01,2023,6,June,Valle del Cauca,7.2,5.8,15.8
2023-07-01,2023,7,July,Valle del Cauca,7.2,5.8,15.8
2023-08-01,2023,8,August,Valle del Cauca,7.2,5.8,15.8
2023-09-01,2023,9,September,Valle del Cauca,7.2,5.8,15.8
2023-10-01,2023,10,October,Valle del Cauca,7.2,5.8,15.8
2023-11-01,2023,11,November,Valle del Cauca,7.2,5.8,15.8
2023-12-01,2023,12,December,Valle del Cauca,7.2,5.8,15.8
2024-01-01,2024,1,January,Valle del Cauca,6.2,4.6,15.9
2024-02-01,2024,2,February,Valle del Cauca,6.2,4.6,15.9
2024-03-01,2024,3,March,Valle del Cauca,6.2,4.6,15.9
2024-04-01,2024,4,April,Valle del Cauca,6.2,4.6,15.9
2024-05-01,2024,5,May,Valle del Cauca,6.2,4.6,15.9
2024-06-01,2024,6,June,Valle del Cauca,6.2,4.6,15.9
2024-07-01,2024,7,July,Valle del Cauca,6.2,4.6,15.9
2024-08-01,2024,8,August,Valle del Cauca,6.2,4.6,15.9
2024-09-01,2024,9,September,Valle del Cauca,6.2,4.6,15.9
2024-10-01,2024,10,October,Valle del Cauca,6.2,4.6,15.9
2024-11-01,2024,11,November,Valle del Cauca,6.2,4.6,15.9
2024-12-01,2024,12,December,Valle del Cauca,6.2,4.6,15.9
2022-01-01,2022,1,January,Vaupés,47.1,15.0,59.7
2022-02-01,2022,2,February,Vaupés,47.1,15.0,59.7
2022-03-01,2022,3,March,Vaupés,47.1,15.0,59.7
2022-04-01,2022,4,April,Vaupés,47.1,15.0,59.7
2022-05-01,2022,5,May,Vaupés,47.1,15.0,59.7
2022-06-01,2022,6,June,Vaupés,47.1,15.0,59.7
2022-07-01,2022,7,July,Vaupés,47.1,15.0,59.7
2022-08-01,2022,8,August,Vaupés,47.1,15.0,59.7
2022-09-01,2022,9,September,Vaupés,47.1,15.0,59.7
2022-10-01,2022,10,October,Vaupés,47.1,15.0,59.7
2022-11-01,2022,11,November,Vaupés,47.1,15.0,59.7
2022-12-01,2022,12,December,Vaupés,47.1,15.0,59.7
2023-01-01,2023,1,January,Vaupés,55.7,16.6,70.9
2023-02-01,2023,2,February,Vaupés,55.7,16.6,70.9
2023-03-01,2023,3,March,Vaupés,55.7,16.6,70.9
2023-04-01,2023,4,April,Vaupés,55.7,16.6,70.9
2023-05-01,2023,5,May,Vaupés,55.7,16.6,70.9
2023-06-01,2023,6,June,Vaupés,55.7,16.6,70.9
2023-07-01,2023,7,July,Vaupés,55.7,16.6,70.9
2023-08-01,2023,8,August,Vaupés,55.7,16.6,70.9
2023-09-01,2023,9,September,Vaupés,55.7,16.6,70.9
2023-10-01,2023,10,October,Vaupés,55.7,16.6,70.9
2023-11-01,2023,11,November,Vaupés,55.7,16.6,70.9
2023-12-01,2023,12,December,Vaupés,55.7,16.6,70.9
2024-01-01,2024,1,January,Vaupés,37.4,16.2,45.5
2024-02-01,2024,2,February,Vaupés,37.4,16.2,45.5
2024-03-01,2024,3,March,Vaupés,37.4,16.2,45.5
2024-04-01,2024,4,April,Vaupés,37.4,16.2,45.5
2024-05-01,2024,5,May,Vaupés,37.4,16.2,45.5
2024-06-01,2024,6,June,Vaupés,37.4,16.2,45.5
2024-07-01,2024,7,July,Vaupés,37.4,16.2,45.5
2024-08-01,2024,8,August,Vaupés,37.4,16.2,45.5
2024-09-01,2024,9,September,Vaupés,37.4,16.2,45.5
2024-10-01,2024,10,October,Vaupés,37.4,16.2,45.5
2024-11-01,2024,11,November,Vaupés,37.4,16.2,45.5
2024-12-01,2024,12,December,Vaupés,37.4,16.2,45.5
2022-01-01,2022,1,January,Vichada,75.4,36.1,87.9
2022-02-01,2022,2,February,Vichada,75.4,36.1,87.9
2022-03-01,2022,3,March,Vichada,75.4,36.1,87.9
2022-04-01,2022,4,April,Vichada,75.4,36.1,87.9
2022-05-01,2022,5,May,Vichada,75.4,36.1,87.9
2022-06-01,2022,6,June,Vichada,75.4,36.1,87.9
2022-07-01,2022,7,July,Vichada,75.4,36.1,87.9
2022-08-01,2022,8,August,Vichada,75.4,36.1,87.9
2022-09-01,2022,9,September,Vichada,75.4,36.1,87.9
2022-10-01,2022,10,October,Vichada,75.4,36.1,87.9
2022-11-01,2022,11,November,Vichada,75.4,36.1,87.9
2022-12-01,2022,12,December,Vichada,75.4,36.1,87.9
2023-01-01,2023,1,January,Vichada,65.4,33.6,75.4
2023-02-01,2023,2,February,Vichada,65.4,33.6,75.4
2023-03-01,2023,3,March,Vichada,65.4,33.6,75.4
2023-04-01,2023,4,April,Vichada,65.4,33.6,75.4
2023-05-01,2023,5,May,Vichada,65.4,33.6,75.4
2023-06-01,2023,6,June,Vichada,65.4,33.6,75.4
2023-07-01,2023,7,July,Vichada,65.4,33.6,75.4
2023-08-01,2023,8,August,Vichada,65.4,33.6,75.4
2023-09-01,2023,9,September,Vichada,65.4,33.6,75.4
2023-10-01,2023,10,October,Vichada,65.4,33.6,75.4
2023-11-01,2023,11,November,Vichada,65.4,33.6,75.4
2023-12-01,2023,12,December,Vichada,65.4,33.6,75.4
2024-01-01,2024,1,January,Vichada,70.2,30.0,82.7
2024-02-01,2024,2,February,Vichada,70.2,30.0,82.7
2024-03-01,2024,3,March,Vichada,70.2,30.0,82.7
2024-04-01,2024,4,April,Vichada,70.2,30.0,82.7
2024-05-01,2024,5,May,Vichada,70.2,30.0,82.7
2024-06-01,2024,6,June,Vichada,70.2,30.0,82.7
2024-07-01,2024,7,July,Vichada,70.2,30.0,82.7
2024-08-01,2024,8,August,Vichada,70.2,30.0,82.7
2024-09-01,2024,9,September,Vichada,70.2,30.0,82.7
2024-10-01,2024,10,October,Vichada,70.2,30.0,82.7
2024-11-01,2024,11,November,Vichada,70.2,30.0,82.7
2024-12-01,2024,12,December,Vichada,70.2,30.0,82.7
