fecha,año,mes,mes_nombre,Departamento,Analfabetismo,Bajo_logro_educativo,Barreras_acceso_salud,Desempleo_larga_duracion,Inasistencia_escolar,Rezago_escolar,Sin_aseguramiento_salud,Trabajo_informal
2022-01-01,2022,1,January,Amazonas,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6
2022-02-01,2022,2,February,Amazonas,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6
2022-03-01,2022,3,March,Amazonas,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6
2022-04-01,2022,4,April,Amazonas,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6
2022-05-01,2022,5,May,Amazonas,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6
2022-06-01,2022,6,June,Amazonas,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6
2022-07-01,2022,7,July,Amazonas,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6
2022-08-01,2022,8,August,Amazonas,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6
2022-09-01,2022,9,September,Amazonas,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6
2022-10-01,2022,10,October,Amazonas,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6
2022-11-01,2022,11,November,Amazonas,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6
2022-12-01,2022,12,December,Amazonas,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6
2023-01-01,2023,1,January,Amazonas,7.2,42.4,5.0,11.6,3.5,29.7,5.2,79.2
2023-02-01,2023,2,February,Amazonas,7.2,42.4,5.0,11.6,3.5,29.7,5.2,79.2
2023-03-01,2023,3,March,Amazonas,7.2,42.4,5.0,11.6,3.5,29.7,5.2,79.2
2023-04-01,2023,4,April,Amazonas,7.2,42.4,5.0,11.6,3.5,29.7,5.2,79.2
2023-05-01,2023,5,May,Amazonas,7.2,42.4,5.0,11.6,3.5,29.7,5.2,79.2
2023-06-01,2023,6,June,Amazonas,7.2,42.4,5.0,11.6,3.5,29.7,5.2,79.2
2023-07-01,2023,7,July,Amazonas,7.2,42.4,5.0,11.6,3.5,29.7,5.2,79.2
2023-08-01,2023,8,August,Amazonas,7.2,42.4,5.0,11.6,3.5,29.7,5.2,79.2
2023-09-01,2023,9,September,Amazonas,7.2,42.4,5.0,11.6,3.5,29.7,5.2,79.2
2023-10-01,2023,10,October,Amazonas,7.2,42.4,5.0,11.6,3.5,29.7,5.2,79.2
2023-11-01,2023,11,November,Amazonas,7.2,42.4,5.0,11.6,3.5,29.7,5.2,79.2
2023-12-01,2023,12,December,Amazonas,7.2,42.4,5.0,11.6,3.5,29.7,5.2,79.2
2024-01-01,2024,1,January,Amazonas,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6
2024-02-01,2024,2,February,Amazonas,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6
2024-03-01,2024,3,March,Amazonas,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6
2024-04-01,2024,4,April,Amazonas,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6
2024-05-01,2024,5,May,Amazonas,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6
2024-06-01,2024,6,June,Amazonas,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6
2024-07-01,2024,7,July,Amazonas,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6
2024-08-01,2024,8,August,Amazonas,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6
2024-09-01,2024,9,September,Amazonas,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6
2024-10-01,2024,10,October,Amazonas,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6
2024-11-01,2024,11,November,Amazonas,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6
2024-12-01,2024,12,December,Amazonas,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6
2022-01-01,2022,1,January,Antioquia,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0
2022-02-01,2022,2,February,Antioquia,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0
2022-03-01,2022,3,March,Antioquia,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0
2022-04-01,2022,4,April,Antioquia,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0
2022-05-01,2022,5,May,Antioquia,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0
2022-06-01,2022,6,June,Antioquia,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0
2022-07-01,2022,7,July,Antioquia,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0
2022-08-01,2022,8,August,Antioquia,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0
2022-09-01,2022,9,September,Antioquia,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0
2022-10-01,2022,10,October,Antioquia,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0
2022-11-01,2022,11,November,Antioquia,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0
2022-12-01,2022,12,December,Antioquia,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0
2023-01-01,2023,1,January,Antioquia,7.2,38.8,1.6,15.1,2.1,21.8,5.6,65.0
2023-02-01,2023,2,February,Antioquia,7.2,38.8,1.6,15.1,2.1,21.8,5.6,65.0
2023-03-01,2023,3,March,Antioquia,7.2,38.8,1.6,15.1,2.1,21.8,5.6,65.0
2023-04-01,2023,4,April,Antioquia,7.2,38.8,1.6,15.1,2.1,21.8,5.6,65.0
2023-05-01,2023,5,May,Antioquia,7.2,38.8,1.6,15.1,2.1,21.8,5.6,65.0
2023-06-01,2023,6,June,Antioquia,7.2,38.8,1.6,15.1,2.1,21.8,5.6,65.0
2023-07-01,2023,7,July,Antioquia,7.2,38.8,1.6,15.1,2.1,21.8,5.6,65.0
2023-08-01,2023,8,August,Antioquia,7.2,38.8,1.6,15.1,2.1,21.8,5.6,65.0
2023-09-01,2023,9,September,Antioquia,7.2,38.8,1.6,15.1,2.1,21.8,5.6,65.0
2023-10-01,2023,10,October,Antioquia,7.2,38.8,1.6,15.1,2.1,21.8,5.6,65.0
2023-11-01,2023,11,November,Antioquia,7.2,38.8,1.6,15.1,2.1,21.8,5.6,65.0
2023-12-01,2023,12,December,Antioquia,7.2,38.8,1.6,15.1,2.1,21.8,5.6,65.0
2024-01-01,2024,1,January,Antioquia,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6
2024-02-01,2024,2,February,Antioquia,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6
2024-03-01,2024,3,March,Antioquia,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6
2024-04-01,2024,4,April,Antioquia,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6
2024-05-01,2024,5,May,Antioquia,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6
2024-06-01,2024,6,June,Antioquia,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6
2024-07-01,2024,7,July,Antioquia,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6
2024-08-01,2024,8,August,Antioquia,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6
2024-09-01,2024,9,September,Antioquia,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6
2024-10-01,2024,10,October,Antioquia,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6
2024-11-01,2024,11,November,Antioquia,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6
2024-12-01,2024,12,December,Antioquia,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6
2022-01-01,2022,1,January,Arauca,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4
2022-02-01,2022,2,February,Arauca,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4
2022-03-01,2022,3,March,Arauca,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4
2022-04-01,2022,4,April,Arauca,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4
2022-05-01,2022,5,May,Arauca,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4
2022-06-01,2022,6,June,Arauca,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4
2022-07-01,2022,7,July,Arauca,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4
2022-08-01,2022,8,August,Arauca,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4
2022-09-01,2022,9,September,Arauca,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4
2022-10-01,2022,10,October,Arauca,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4
2022-11-01,2022,11,November,Arauca,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4
2022-12-01,2022,12,December,Arauca,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4
2023-01-01,2023,1,January,Arauca,9.4,56.3,4.5,13.7,4.8,25.1,16.7,93.2
2023-02-01,2023,2,February,Arauca,9.4,56.3,4.5,13.7,4.8,25.1,16.7,93.2
2023-03-01,2023,3,March,Arauca,9.4,56.3,4.5,13.7,4.8,25.1,16.7,93.2
2023-04-01,2023,4,April,Arauca,9.4,56.3,4.5,13.7,4.8,25.1,16.7,93.2
2023-05-01,2023,5,May,Arauca,9.4,56.3,4.5,13.7,4.8,25.1,16.7,93.2
2023-06-01,2023,6,June,Arauca,9.4,56.3,4.5,13.7,4.8,25.1,16.7,93.2
2023-07-01,2023,7,July,Arauca,9.4,56.3,4.5,13.7,4.8,25.1,16.7,93.2
2023-08-01,2023,8,August,Arauca,9.4,56.3,4.5,13.7,4.8,25.1,16.7,93.2
2023-09-01,2023,9,September,Arauca,9.4,56.3,4.5,13.7,4.8,25.1,16.7,93.2
2023-10-01,2023,10,October,Arauca,9.4,56.3,4.5,13.7,4.8,25.1,16.7,93.2
2023-11-01,2023,11,November,Arauca,9.4,56.3,4.5,13.7,4.8,25.1,16.7,93.2
2023-12-01,2023,12,December,Arauca,9.4,56.3,4.5,13.7,4.8,25.1,16.7,93.2
2024-01-01,2024,1,January,Arauca,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8
2024-02-01,2024,2,February,Arauca,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8
2024-03-01,2024,3,March,Arauca,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8
2024-04-01,2024,4,April,Arauca,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8
2024-05-01,2024,5,May,Arauca,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8
2024-06-01,2024,6,June,Arauca,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8
2024-07-01,2024,7,July,Arauca,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8
2024-08-01,2024,8,August,Arauca,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8
2024-09-01,2024,9,September,Arauca,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8
2024-10-01,2024,10,October,Arauca,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8
2024-11-01,2024,11,November,Arauca,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8
2024-12-01,2024,12,December,Arauca,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8
2022-01-01,2022,1,January,Atlántico,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9
2022-02-01,2022,2,February,Atlántico,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9
2022-03-01,2022,3,March,Atlántico,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9
2022-04-01,2022,4,April,Atlántico,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9
2022-05-01,2022,5,May,Atlántico,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9
2022-06-01,2022,6,June,Atlántico,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9
2022-07-01,2022,7,July,Atlántico,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9
2022-08-01,2022,8,August,Atlántico,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9
2022-09-01,2022,9,September,Atlántico,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9
2022-10-01,2022,10,October,Atlántico,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9
2022-11-01,2022,11,November,Atlántico,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9
2022-12-01,2022,12,December,Atlántico,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9
2023-01-01,2023,1,January,Atlántico,7.5,27.7,1.4,11.7,3.1,31.1,7.3,72.4
2023-02-01,2023,2,February,Atlántico,7.5,27.7,1.4,11.7,3.1,31.1,7.3,72.4
2023-03-01,2023,3,March,Atlántico,7.5,27.7,1.4,11.7,3.1,31.1,7.3,72.4
2023-04-01,2023,4,April,Atlántico,7.5,27.7,1.4,11.7,3.1,31.1,7.3,72.4
2023-05-01,2023,5,May,Atlántico,7.5,27.7,1.4,11.7,3.1,31.1,7.3,72.4
2023-06-01,2023,6,June,Atlántico,7.5,27.7,1.4,11.7,3.1,31.1,7.3,72.4
2023-07-01,2023,7,July,Atlántico,7.5,27.7,1.4,11.7,3.1,31.1,7.3,72.4
2023-08-01,2023,8,August,Atlántico,7.5,27.7,1.4,11.7,3.1,31.1,7.3,72.4
2023-09-01,2023,9,September,Atlántico,7.5,27.7,1.4,11.7,3.1,31.1,7.3,72.4
2023-10-01,2023,10,October,Atlántico,7.5,27.7,1.4,11.7,3.1,31.1,7.3,72.4
2023-11-01,2023,11,November,Atlántico,7.5,27.7,1.4,11.7,3.1,31.1,7.3,72.4
2023-12-01,2023,12,December,Atlántico,7.5,27.7,1.4,11.7,3.1,31.1,7.3,72.4
2024-01-01,2024,1,January,Atlántico,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5
2024-02-01,2024,2,February,Atlántico,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5
2024-03-01,2024,3,March,Atlántico,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5
2024-04-01,2024,4,April,Atlántico,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5
2024-05-01,2024,5,May,Atlántico,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5
2024-06-01,2024,6,June,Atlántico,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5
2024-07-01,2024,7,July,Atlántico,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5
2024-08-01,2024,8,August,Atlántico,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5
2024-09-01,2024,9,September,Atlántico,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5
2024-10-01,2024,10,October,Atlántico,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5
2024-11-01,2024,11,November,Atlántico,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5
2024-12-01,2024,12,December,Atlántico,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5
2022-01-01,2022,1,January,Bogotá,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2
2022-02-01,2022,2,February,Bogotá,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2
2022-03-01,2022,3,March,Bogotá,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2
2022-04-01,2022,4,April,Bogotá,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2
2022-05-01,2022,5,May,Bogotá,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2
2022-06-01,2022,6,June,Bogotá,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2
2022-07-01,2022,7,July,Bogotá,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2
2022-08-01,2022,8,August,Bogotá,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2
2022-09-01,2022,9,September,Bogotá,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2
2022-10-01,2022,10,October,Bogotá,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2
2022-11-01,2022,11,November,Bogotá,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2
2022-12-01,2022,12,December,Bogotá,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2
2023-01-01,2023,1,January,Bogotá,1.9,20.6,1.5,14.7,1.4,19.9,9.2,53.3
2023-02-01,2023,2,February,Bogotá,1.9,20.6,1.5,14.7,1.4,19.9,9.2,53.3
2023-03-01,2023,3,March,Bogotá,1.9,20.6,1.5,14.7,1.4,19.9,9.2,53.3
2023-04-01,2023,4,April,Bogotá,1.9,20.6,1.5,14.7,1.4,19.9,9.2,53.3
2023-05-01,2023,5,May,Bogotá,1.9,20.6,1.5,14.7,1.4,19.9,9.2,53.3
2023-06-01,2023,6,June,Bogotá,1.9,20.6,1.5,14.7,1.4,19.9,9.2,53.3
2023-07-01,2023,7,July,Bogotá,1.9,20.6,1.5,14.7,1.4,19.9,9.2,53.3
2023-08-01,2023,8,August,Bogotá,1.9,20.6,1.5,14.7,1.4,19.9,9.2,53.3
2023-09-01,2023,9,September,Bogotá,1.9,20.6,1.5,14.7,1.4,19.9,9.2,53.3
2023-10-01,2023,10,October,Bogotá,1.9,20.6,1.5,14.7,1.4,19.9,9.2,53.3
2023-11-01,2023,11,November,Bogotá,1.9,20.6,1.5,14.7,1.4,19.9,9.2,53.3
2023-12-01,2023,12,December,Bogotá,1.9,20.6,1.5,14.7,1.4,19.9,9.2,53.3
2024-01-01,2024,1,January,Bogotá,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3
2024-02-01,2024,2,February,Bogotá,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3
2024-03-01,2024,3,March,Bogotá,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3
2024-04-01,2024,4,April,Bogotá,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3
2024-05-01,2024,5,May,Bogotá,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3
2024-06-01,2024,6,June,Bogotá,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3
2024-07-01,2024,7,July,Bogotá,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3
2024-08-01,2024,8,August,Bogotá,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3
2024-09-01,2024,9,September,Bogotá,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3
2024-10-01,2024,10,October,Bogotá,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3
2024-11-01,2024,11,November,Bogotá,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3
2024-12-01,2024,12,December,Bogotá,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3
2022-01-01,2022,1,January,Bolívar,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7
2022-02-01,2022,2,February,Bolívar,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7
2022-03-01,2022,3,March,Bolívar,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7
2022-04-01,2022,4,April,Bolívar,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7
2022-05-01,2022,5,May,Bolívar,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7
2022-06-01,2022,6,June,Bolívar,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7
2022-07-01,2022,7,July,Bolívar,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7
2022-08-01,2022,8,August,Bolívar,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7
2022-09-01,2022,9,September,Bolívar,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7
2022-10-01,2022,10,October,Bolívar,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7
2022-11-01,2022,11,November,Bolívar,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7
2022-12-01,2022,12,December,Bolívar,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7
2023-01-01,2023,1,January,Bolívar,12.7,42.8,1.7,10.2,2.6,28.4,5.3,82.9
2023-02-01,2023,2,February,Bolívar,12.7,42.8,1.7,10.2,2.6,28.4,5.3,82.9
2023-03-01,2023,3,March,Bolívar,12.7,42.8,1.7,10.2,2.6,28.4,5.3,82.9
2023-04-01,2023,4,April,Bolívar,12.7,42.8,1.7,10.2,2.6,28.4,5.3,82.9
2023-05-01,2023,5,May,Bolívar,12.7,42.8,1.7,10.2,2.6,28.4,5.3,82.9
2023-06-01,2023,6,June,Bolívar,12.7,42.8,1.7,10.2,2.6,28.4,5.3,82.9
2023-07-01,2023,7,July,Bolívar,12.7,42.8,1.7,10.2,2.6,28.4,5.3,82.9
2023-08-01,2023,8,August,Bolívar,12.7,42.8,1.7,10.2,2.6,28.4,5.3,82.9
2023-09-01,2023,9,September,Bolívar,12.7,42.8,1.7,10.2,2.6,28.4,5.3,82.9
2023-10-01,2023,10,October,Bolívar,12.7,42.8,1.7,10.2,2.6,28.4,5.3,82.9
2023-11-01,2023,11,November,Bolívar,12.7,42.8,1.7,10.2,2.6,28.4,5.3,82.9
2023-12-01,2023,12,December,Bolívar,12.7,42.8,1.7,10.2,2.6,28.4,5.3,82.9
2024-01-01,2024,1,January,Bolívar,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6
2024-02-01,2024,2,February,Bolívar,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6
2024-03-01,2024,3,March,Bolívar,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6
2024-04-01,2024,4,April,Bolívar,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6
2024-05-01,2024,5,May,Bolívar,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6
2024-06-01,2024,6,June,Bolívar,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6
2024-07-01,2024,7,July,Bolívar,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6
2024-08-01,2024,8,August,Bolívar,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6
2024-09-01,2024,9,September,Bolívar,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6
2024-10-01,2024,10,October,Bolívar,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6
2024-11-01,2024,11,November,Bolívar,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6
2024-12-01,2024,12,December,Bolívar,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6
2022-01-01,2022,1,January,Boyacá,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5
2022-02-01,2022,2,February,Boyacá,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5
2022-03-01,2022,3,March,Boyacá,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5
2022-04-01,2022,4,April,Boyacá,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5
2022-05-01,2022,5,May,Boyacá,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5
2022-06-01,2022,6,June,Boyacá,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5
2022-07-01,2022,7,July,Boyacá,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5
2022-08-01,2022,8,August,Boyacá,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5
2022-09-01,2022,9,September,Boyacá,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5
2022-10-01,2022,10,October,Boyacá,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5
2022-11-01,2022,11,November,Boyacá,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5
2022-12-01,2022,12,December,Boyacá,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5
2023-01-01,2023,1,January,Boyacá,6.0,47.7,2.3,15.7,1.9,24.9,4.5,77.5
