fecha,año,mes,mes_nombre,Departamento,Analfabetismo,Bajo_logro_educativo,Barreras_acceso_salud,Desempleo_larga_duracion,Inasistencia_escolar,Rezago_escolar,Sin_aseguramiento_salud,Trabajo_informal
2024-11-01,2024,11,November,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2024-12-01,2024,12,December,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2022-01-01,2022,1,January,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-02-01,2022,2,February,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-03-01,2022,3,March,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-04-01,2022,4,April,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-05-01,2022,5,May,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-06-01,2022,6,June,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-07-01,2022,7,July,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-08-01,2022,8,August,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-09-01,2022,9,September,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-10-01,2022,10,October,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-11-01,2022,11,November,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-12-01,2022,12,December,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2023-01-01,2023,1,January,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-02-01,2023,2,February,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-03-01,2023,3,March,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-04-01,2023,4,April,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-05-01,2023,5,May,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-06-01,2023,6,June,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-07-01,2023,7,July,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-08-01,2023,8,August,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-09-01,2023,9,September,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-10-01,2023,10,October,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-11-01,2023,11,November,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-12-01,2023,12,December,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2024-01-01,2024,1,January,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-02-01,2024,2,February,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-03-01,2024,3,March,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-04-01,2024,4,April,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-05-01,2024,5,May,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-06-01,2024,6,June,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-07-01,2024,7,July,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-08-01,2024,8,August,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-09-01,2024,9,September,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-10-01,2024,10,October,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-11-01,2024,11,November,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-12-01,2024,12,December,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2022-01-01,2022,1,January,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-02-01,2022,2,February,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-03-01,2022,3,March,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-04-01,2022,4,April,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-05-01,2022,5,May,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-06-01,2022,6,June,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-07-01,2022,7,July,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-08-01,2022,8,August,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-09-01,2022,9,September,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-10-01,2022,10,October,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-11-01,2022,11,November,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-12-01,2022,12,December,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2023-01-01,2023,1,January,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-02-01,2023,2,February,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-03-01,2023,3,March,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-04-01,2023,4,April,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-05-01,2023,5,May,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-06-01,2023,6,June,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-07-01,2023,7,July,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-08-01,2023,8,August,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-09-01,2023,9,September,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-10-01,2023,10,October,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-11-01,2023,11,November,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-12-01,2023,12,December,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2024-01-01,2024,1,January,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-02-01,2024,2,February,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-03-01,2024,3,March,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-04-01,2024,4,April,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-05-01,2024,5,May,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-06-01,2024,6,June,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-07-01,2024,7,July,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-08-01,2024,8,August,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-09-01,2024,9,September,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-10-01,2024,10,October,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-11-01,2024,11,November,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-12-01,2024,12,December,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2022-01-01,2022,1,January,Guainía,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2
2022-02-01,2022,2,February,Guainía,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2
2022-03-01,2022,3,March,Guainía,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2
2022-04-01,2022,4,April,Guainía,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2
2022-05-01,2022,5,May,Guainía,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2
2022-06-01,2022,6,June,Guainía,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2
2022-07-01,2022,7,July,Guainía,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2
2022-08-01,2022,8,August,Guainía,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2
2022-09-01,2022,9,September,Guainía,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2
2022-10-01,2022,10,October,Guainía,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2
2022-11-01,2022,11,November,Guainía,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2
2022-12-01,2022,12,December,Guainía,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2
2023-01-01,2023,1,January,Guainía,17.4,64.3,3.8,10.7,7.1,37.8,13.0,89.1
2023-02-01,2023,2,February,Guainía,17.4,64.3,3.8,10.7,7.1,37.8,13.0,89.1
2023-03-01,2023,3,March,Guainía,17.4,64.3,3.8,10.7,7.1,37.8,13.0,89.1
2023-04-01,2023,4,April,Guainía,17.4,64.3,3.8,10.7,7.1,37.8,13.0,89.1
2023-05-01,2023,5,May,Guainía,17.4,64.3,3.8,10.7,7.1,37.8,13.0,89.1
2023-06-01,2023,6,June,Guainía,17.4,64.3,3.8,10.7,7.1,37.8,13.0,89.1
2023-07-01,2023,7,July,Guainía,17.4,64.3,3.8,10.7,7.1,37.8,13.0,89.1
2023-08-01,2023,8,August,Guainía,17.4,64.3,3.8,10.7,7.1,37.8,13.0,89.1
2023-09-01,2023,9,September,Guainía,17.4,64.3,3.8,10.7,7.1,37.8,13.0,89.1
2023-10-01,2023,10,October,Guainía,17.4,64.3,3.8,10.7,7.1,37.8,13.0,89.1
2023-11-01,2023,11,November,Guainía,17.4,64.3,3.8,10.7,7.1,37.8,13.0,89.1
2023-12-01,2023,12,December,Guainía,17.4,64.3,3.8,10.7,7.1,37.8,13.0,89.1
2024-01-01,2024,1,January,Guainía,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6
2024-02-01,2024,2,February,Guainía,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6
2024-03-01,2024,3,March,Guainía,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6
2024-04-01,2024,4,April,Guainía,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6
2024-05-01,2024,5,May,Guainía,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6
2024-06-01,2024,6,June,Guainía,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6
2024-07-01,2024,7,July,Guainía,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6
2024-08-01,2024,8,August,Guainía,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6
2024-09-01,2024,9,September,Guainía,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6
2024-10-01,2024,10,October,Guainía,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6
2024-11-01,2024,11,November,Guainía,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6
2024-12-01,2024,12,December,Guainía,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6
2022-01-01,2022,1,January,Guaviare,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5
2022-02-01,2022,2,February,Guaviare,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5
2022-03-01,2022,3,March,Guaviare,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5
2022-04-01,2022,4,April,Guaviare,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5
2022-05-01,2022,5,May,Guaviare,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5
2022-06-01,2022,6,June,Guaviare,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5
2022-07-01,2022,7,July,Guaviare,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5
2022-08-01,2022,8,August,Guaviare,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5
2022-09-01,2022,9,September,Guaviare,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5
2022-10-01,2022,10,October,Guaviare,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5
2022-11-01,2022,11,November,Guaviare,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5
2022-12-01,2022,12,December,Guaviare,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5
2023-01-01,2023,1,January,Guaviare,8.5,55.4,6.2,8.9,6.0,32.2,12.0,83.9
2023-02-01,2023,2,February,Guaviare,8.5,55.4,6.2,8.9,6.0,32.2,12.0,83.9
2023-03-01,2023,3,March,Guaviare,8.5,55.4,6.2,8.9,6.0,32.2,12.0,83.9
2023-04-01,2023,4,April,Guaviare,8.5,55.4,6.2,8.9,6.0,32.2,12.0,83.9
2023-05-01,2023,5,May,Guaviare,8.5,55.4,6.2,8.9,6.0,32.2,12.0,83.9
2023-06-01,2023,6,June,Guaviare,8.5,55.4,6.2,8.9,6.0,32.2,12.0,83.9
2023-07-01,2023,7,July,Guaviare,8.5,55.4,6.2,8.9,6.0,32.2,12.0,83.9
2023-08-01,2023,8,August,Guaviare,8.5,55.4,6.2,8.9,6.0,32.2,12.0,83.9
2023-09-01,2023,9,September,Guaviare,8.5,55.4,6.2,8.9,6.0,32.2,12.0,83.9
2023-10-01,2023,10,October,Guaviare,8.5,55.4,6.2,8.9,6.0,32.2,12.0,83.9
2023-11-01,2023,11,November,Guaviare,8.5,55.4,6.2,8.9,6.0,32.2,12.0,83.9
2023-12-01,2023,12,December,Guaviare,8.5,55.4,6.2,8.9,6.0,32.2,12.0,83.9
2024-01-01,2024,1,January,Guaviare,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2
2024-02-01,2024,2,February,Guaviare,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2
2024-03-01,2024,3,March,Guaviare,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2
2024-04-01,2024,4,April,Guaviare,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2
2024-05-01,2024,5,May,Guaviare,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2
2024-06-01,2024,6,June,Guaviare,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2
2024-07-01,2024,7,July,Guaviare,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2
2024-08-01,2024,8,August,Guaviare,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2
2024-09-01,2024,9,September,Guaviare,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2
2024-10-01,2024,10,October,Guaviare,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2
2024-11-01,2024,11,November,Guaviare,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2
2024-12-01,2024,12,December,Guaviare,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2
2022-01-01,2022,1,January,Huila,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0
2022-02-01,2022,2,February,Huila,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0
2022-03-01,2022,3,March,Huila,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0
2022-04-01,2022,4,April,Huila,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0
2022-05-01,2022,5,May,Huila,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0
2022-06-01,2022,6,June,Huila,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0
2022-07-01,2022,7,July,Huila,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0
2022-08-01,2022,8,August,Huila,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0
2022-09-01,2022,9,September,Huila,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0
2022-10-01,2022,10,October,Huila,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0
2022-11-01,2022,11,November,Huila,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0
2022-12-01,2022,12,December,Huila,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0
2023-01-01,2023,1,January,Huila,7.1,52.8,1.3,12.3,3.9,28.2,4.1,83.1
2023-02-01,2023,2,February,Huila,7.1,52.8,1.3,12.3,3.9,28.2,4.1,83.1
2023-03-01,2023,3,March,Huila,7.1,52.8,1.3,12.3,3.9,28.2,4.1,83.1
2023-04-01,2023,4,April,Huila,7.1,52.8,1.3,12.3,3.9,28.2,4.1,83.1
2023-05-01,2023,5,May,Huila,7.1,52.8,1.3,12.3,3.9,28.2,4.1,83.1
2023-06-01,2023,6,June,Huila,7.1,52.8,1.3,12.3,3.9,28.2,4.1,83.1
2023-07-01,2023,7,July,Huila,7.1,52.8,1.3,12.3,3.9,28.2,4.1,83.1
2023-08-01,2023,8,August,Huila,7.1,52.8,1.3,12.3,3.9,28.2,4.1,83.1
2023-09-01,2023,9,September,Huila,7.1,52.8,1.3,12.3,3.9,28.2,4.1,83.1
2023-10-01,2023,10,October,Huila,7.1,52.8,1.3,12.3,3.9,28.2,4.1,83.1
2023-11-01,2023,11,November,Huila,7.1,52.8,1.3,12.3,3.9,28.2,4.1,83.1
2023-12-01,2023,12,December,Huila,7.1,52.8,1.3,12.3,3.9,28.2,4.1,83.1
2024-01-01,2024,1,January,Huila,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0
2024-02-01,2024,2,February,Huila,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0
2024-03-01,2024,3,March,Huila,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0
2024-04-01,2024,4,April,Huila,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0
2024-05-01,2024,5,May,Huila,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0
2024-06-01,2024,6,June,Huila,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0
2024-07-01,2024,7,July,Huila,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0
2024-08-01,2024,8,August,Huila,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0
2024-09-01,2024,9,September,Huila,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0
2024-10-01,2024,10,October,Huila,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0
2024-11-01,2024,11,November,Huila,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0
2024-12-01,2024,12,December,Huila,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0
2022-01-01,2022,1,January,La Guajira,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6
2022-02-01,2022,2,February,La Guajira,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6
2022-03-01,2022,3,March,La Guajira,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6
2022-04-01,2022,4,April,La Guajira,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6
2022-05-01,2022,5,May,La Guajira,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6
2022-06-01,2022,6,June,La Guajira,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6
2022-07-01,2022,7,July,La Guajira,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6
2022-08-01,2022,8,August,La Guajira,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6
2022-09-01,2022,9,September,La Guajira,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6
2022-10-01,2022,10,October,La Guajira,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6
2022-11-01,2022,11,November,La Guajira,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6
2022-12-01,2022,12,December,La Guajira,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6
2023-01-01,2023,1,January,La Guajira,23.1,57.4,2.3,14.4,3.7,36.1,8.7,90.8
2023-02-01,2023,2,February,La Guajira,23.1,57.4,2.3,14.4,3.7,36.1,8.7,90.8
2023-03-01,2023,3,March,La Guajira,23.1,57.4,2.3,14.4,3.7,36.1,8.7,90.8
2023-04-01,2023,4,April,La Guajira,23.1,57.4,2.3,14.4,3.7,36.1,8.7,90.8
2023-05-01,2023,5,May,La Guajira,23.1,57.4,2.3,14.4,3.7,36.1,8.7,90.8
2023-06-01,2023,6,June,La Guajira,23.1,57.4,2.3,14.4,3.7,36.1,8.7,90.8
2023-07-01,2023,7,July,La Guajira,23.1,57.4,2.3,14.4,3.7,36.1,8.7,90.8
2023-08-01,2023,8,August,La Guajira,23.1,57.4,2.3,14.4,3.7,36.1,8.7,90.8
2023-09-01,2023,9,September,La Guajira,23.1,57.4,2.3,14.4,3.7,36.1,8.7,90.8
2023-10-01,2023,10,October,La Guajira,23.1,57.4,2.3,14.4,3.7,36.1,8.7,90.8
2023-11-01,2023,11,November,La Guajira,23.1,57.4,2.3,14.4,3.7,36.1,8.7,90.8
2023-12-01,2023,12,December,La Guajira,23.1,57.4,2.3,14.4,3.7,36.1,8.7,90.8
2024-01-01,2024,1,January,La Guajira,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6
2024-02-01,2024,2,February,La Guajira,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6
2024-03-01,2024,3,March,La Guajira,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6
2024-04-01,2024,4,April,La Guajira,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6
2024-05-01,2024,5,May,La Guajira,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6
2024-06-01,2024,6,June,La Guajira,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6
2024-07-01,2024,7,July,La Guajira,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6
2024-08-01,2024,8,August,La Guajira,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6
2024-09-01,2024,9,September,La Guajira,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6
2024-10-01,2024,10,October,La Guajira,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6
2024-11-01,2024,11,November,La Guajira,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6
2024-12-01,2024,12,December,La Guajira,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6
2022-01-01,2022,1,January,Magdalena,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2
2022-02-01,2022,2,February,Magdalena,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2
2022-03-01,2022,3,March,Magdalena,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2
2022-04-01,2022,4,April,Magdalena,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2
2022-05-01,2022,5,May,Magdalena,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2
2022-06-01,2022,6,June,Magdalena,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2
2022-07-01,2022,7,July,Magdalena,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2
2022-08-01,2022,8,August,Magdalena,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2
2022-09-01,2022,9,September,Magdalena,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2
2022-10-01,2022,10,October,Magdalena,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2
2022-11-01,2022,11,November,Magdalena,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2
